Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2001-01-01,1786.6246337890625,1786.6246337890625,1786.6246337890625,1786.6246337890625,0,0.0,0.0
2001-01-02,1786.6246337890625,1786.6246337890625,1786.6246337890625,1786.6246337890625,0,0.0,0.0
2001-01-03,1786.6246337890625,1786.6246337890625,1786.6246337890625,1786.6246337890625,0,0.0,0.0
2001-01-04,1802.228368079144,1833.4357857082202,1794.4265136718752,1794.426513671875,1300,0.0,0.0
2001-01-05,1786.6247781032987,1786.6247781032987,1755.4173583984377,1755.4173583984375,2100,0.0,0.0
2001-01-08,1755.4173583984377,1755.4173583984377,1755.4173583984377,1755.4173583984375,0,0.0,0.0
2001-01-09,1755.4171059348366,1755.4171059348366,1716.4078369140625,1716.4078369140625,4900,0.0,0.0
2001-01-10,1716.407888601492,1732.0115966796875,1716.407888601492,1732.0115966796875,1900,0.0,0.0
2001-01-11,1724.2099586769386,1724.2099586769386,1685.20068359375,1685.20068359375,2900,0.0,0.0
2001-01-12,1568.1724818638395,1661.7947195870538,1568.1724818638395,1638.38916015625,5000,0.0,0.0
2001-01-15,1599.3801534901495,1794.4265136718752,1599.3801534901495,1794.426513671875,3600,0.0,0.0
2001-01-16,1716.4077034883721,1716.4077034883721,1653.992877906977,1677.3984375,1600,0.0,0.0
2001-01-17,1677.3984375000002,1700.8039970930233,1677.3984375000002,1677.3984375,2200,0.0,0.0
2001-01-18,1685.2004724451012,1755.4171587969804,1685.2004724451012,1732.0115966796875,1800,0.0,0.0
2001-01-19,1732.011544522372,1732.011544522372,1693.002275501598,1716.4078369140625,1000,0.0,0.0
2001-01-22,1732.011544522372,1732.011544522372,1716.4078369140625,1716.4078369140625,700,0.0,0.0
2001-01-23,1716.407969599185,1794.4265136718752,1716.407969599185,1794.426513671875,2400,0.0,0.0
2001-01-24,1739.8136975796738,1794.4266836023542,1732.0118424335765,1771.0211181640625,2100,0.0,0.0
2001-01-25,1771.0210682508682,1778.8229231770836,1755.4173583984377,1755.4173583984375,1300,0.0,0.0
2001-01-26,1778.8229733101598,1778.8229733101598,1755.4174078718681,1771.0211181640625,1200,0.0,0.0
2001-01-29,1771.0210682508682,1794.426633029514,1755.4173583984377,1755.4173583984375,1800,0.0,0.0
2001-01-30,1794.4264020962953,1794.4264020962953,1724.2097167968752,1724.209716796875,1800,0.0,0.0
2001-01-31,1755.4173583984377,1794.426633029514,1755.4173583984377,1755.4173583984375,1900,0.0,0.0
2001-02-01,1755.4171587969804,1755.4171587969804,1724.2097426405896,1732.0115966796875,700,0.0,0.0
2001-02-02,1755.41724163553,1794.4265136718752,1755.41724163553,1794.426513671875,1500,0.0,0.0
2001-02-05,1794.426409966123,1880.2468034862418,1755.4171401842507,1763.218994140625,5100,0.0,0.0
2001-02-06,1763.2191011469413,1856.841354305186,1763.2191011469413,1833.435791015625,2000,0.0,0.0
2001-02-07,1841.2376454454786,1856.841354305186,1833.4357910156248,1833.435791015625,2000,0.0,0.0
2001-02-08,1833.4357857082202,1833.4357857082202,1794.4265136718752,1794.426513671875,700,0.0,0.0
2001-02-09,1802.2280691046462,1802.2280691046462,1771.0206566526176,1778.822509765625,700,0.0,0.0
2001-02-12,1778.8225097656248,1778.8225097656248,1778.8225097656248,1778.822509765625,0,0.0,0.0
