Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-11-10,950.6368325242718,953.3790541565534,922.3005423240292,941.49609375,65200,0.0,0
2015-11-11,946.9805011580477,946.9805011580477,927.784950458898,929.6130981445312,39400,0.0,0
2015-11-12,929.6131777235679,930.5272516446333,898.5346644073425,908.5894775390625,61300,0.0,0
2015-11-13,909.5034774452964,909.5034774452964,882.9953358916144,894.8782958984375,50000,0.0,0
2015-11-16,877.5108529526534,892.1360338351976,867.4560410959043,878.4249267578125,49700,0.0,0
2015-11-17,888.4796704328787,888.4796704328787,871.112269467627,883.9093017578125,36200,0.0,0
2015-11-18,887.5656832329131,888.479757057046,872.0264282226561,872.0264282226562,38300,0.0,0
2015-11-19,875.6827076480263,877.5108552631579,865.6278957648026,868.3701171875,47400,0.0,0
2015-11-20,866.5420491450159,867.4561230365191,859.2294580129904,861.9716796875,35000,0.0,0
2015-11-24,862.8857512483892,886.6516723632812,861.9716773593549,886.6516723632812,29800,0.0,0
2015-11-25,886.6515887225116,888.479736328125,879.3389983000579,888.479736328125,17300,0.0,0
2015-11-26,888.4798469817896,891.2220687317333,882.081329565254,889.3939208984375,21700,0.0,0
2015-11-27,900.3626889343886,900.3626889343886,886.6515819963015,893.9641723632812,25700,0.0,0
2015-11-30,913.1598209506113,922.3005598990659,898.534638633084,920.472412109375,65900,0.0,0
2015-12-01,925.0427598608994,941.4960895817454,924.1286859875191,936.9257202148438,55900,0.0,0
2015-12-02,939.667937634038,939.667937634038,921.3864602481618,932.3553466796875,44800,0.0,0
2015-12-03,931.4413255656989,931.4413255656989,908.5894775390625,908.5894775390625,40400,0.0,0
2015-12-04,903.1048696531473,906.7611646719859,899.4485746343086,902.1907958984375,23100,0.0,0
2015-12-07,907.6753498031061,912.2457191374621,900.3627588681364,903.10498046875,31800,0.0,0
2015-12-08,910.417498489241,910.417498489241,896.7063915842825,904.0189819335938,34000,0.0,0
2015-12-09,904.9329488685881,917.72998046875,904.0188751828623,917.72998046875,28700,0.0,0
2015-12-10,921.3864205183382,923.2145681780969,895.7923532817177,915.9019775390625,51200,0.0,0
